"GEOID","NAME","S0101_C01_002","S0101_C01_003","S0101_C01_004","S0101_C01_021"
"86441","ZCTA5 86441",41,28,17,8
"86442","ZCTA5 86442",1590,1482,1539,912
"86443","ZCTA5 86443",0,0,0,0
"86444","ZCTA5 86444",0,0,0,0
"86445","ZCTA5 86445",49,0,24,0
"86502","ZCTA5 86502",39,15,66,25
"86503","ZCTA5 86503",684,706,871,724
"86504","ZCTA5 86504",329,339,483,344
"86505","ZCTA5 86505",428,623,632,350
"86506","ZCTA5 86506",68,78,122,55
"86507","ZCTA5 86507",133,195,199,86
"86508","ZCTA5 86508",12,25,41,39
"86510","ZCTA5 86510",267,265,237,133
"86511","ZCTA5 86511",151,274,302,208
"86512","ZCTA5 86512",166,244,215,95
"86514","ZCTA5 86514",203,250,172,135
"86515","ZCTA5 86515",231,143,203,128
"86520","ZCTA5 86520",100,185,191,106
"86535","ZCTA5 86535",48,115,71,37
"86538","ZCTA5 86538",71,102,185,78
"86540","ZCTA5 86540",49,143,139,28
"86544","ZCTA5 86544",82,64,111,72
"86545","ZCTA5 86545",31,40,72,56
"86547","ZCTA5 86547",73,108,113,70
"86556","ZCTA5 86556",147,242,270,172
"87001","ZCTA5 87001",183,297,208,151
"87002","ZCTA5 87002",915,1402,1154,538
"87004","ZCTA5 87004",605,424,750,236
"87005","ZCTA5 87005",0,0,0,0
"87006","ZCTA5 87006",68,232,53,0
"87007","ZCTA5 87007",123,311,189,106
"87008","ZCTA5 87008",132,157,57,61
"87010","ZCTA5 87010",48,71,0,0
"87011","ZCTA5 87011",0,0,0,0
"87012","ZCTA5 87012",0,0,0,0
"87013","ZCTA5 87013",387,322,381,486
"87014","ZCTA5 87014",102,0,0,0
"87015","ZCTA5 87015",621,679,770,470
"87016","ZCTA5 87016",109,200,136,98
"87017","ZCTA5 87017",8,54,38,17
"87018","ZCTA5 87018",30,50,32,50
"87020","ZCTA5 87020",993,939,556,297
"87021","ZCTA5 87021",14,202,231,122
"87022","ZCTA5 87022",55,17,13,13
"87023","ZCTA5 87023",0,0,0,14
"87024","ZCTA5 87024",261,283,415,79
"87025","ZCTA5 87025",7,0,1,45
"87026","ZCTA5 87026",61,365,350,242
"87027","ZCTA5 87027",20,0,0,0
"87028","ZCTA5 87028",0,0,21,0
"87029","ZCTA5 87029",0,0,0,0
"87031","ZCTA5 87031",2728,3506,2988,2311
"87032","ZCTA5 87032",0,0,0,0
"87034","ZCTA5 87034",121,114,231,172
"87035","ZCTA5 87035",490,588,343,306
"87036","ZCTA5 87036",24,134,136,85
"87037","ZCTA5 87037",70,109,84,66
"87038","ZCTA5 87038",46,129,0,0
"87040","ZCTA5 87040",0,0,37,24
"87041","ZCTA5 87041",29,45,66,70
"87042","ZCTA5 87042",446,201,136,134
"87043","ZCTA5 87043",97,32,29,82
"87044","ZCTA5 87044",0,9,0,7
"87045","ZCTA5 87045",137,362,307,118
"87046","ZCTA5 87046",0,0,0,0
"87047","ZCTA5 87047",106,317,226,285
"87048","ZCTA5 87048",319,360,541,223
"87049","ZCTA5 87049",0,0,0,0
"87051","ZCTA5 87051",0,49,0,49
"87052","ZCTA5 87052",250,227,274,181
"87053","ZCTA5 87053",86,73,49,79
"87056","ZCTA5 87056",0,22,55,26
"87059","ZCTA5 87059",352,630,503,336
"87060","ZCTA5 87060",0,0,0,0
"87061","ZCTA5 87061",49,0,0,0
"87062","ZCTA5 87062",83,285,207,85
"87063","ZCTA5 87063",0,0,14,62
"87064","ZCTA5 87064",0,0,0,19
"87068","ZCTA5 87068",208,158,510,249
"87070","ZCTA5 87070",0,0,0,0
"87072","ZCTA5 87072",37,8,60,29
"87083","ZCTA5 87083",7,13,20,1
"87101","ZCTA5 87101",0,0,0,0
"87102","ZCTA5 87102",677,731,1034,693
"87104","ZCTA5 87104",503,720,1082,945
"87105","ZCTA5 87105",3277,3251,4172,1713
"87106","ZCTA5 87106",769,1211,1185,693
"87107","ZCTA5 87107",1292,874,964,1064
"87108","ZCTA5 87108",1874,2307,1921,912
"87109","ZCTA5 87109",2140,2020,1762,867
"87110","ZCTA5 87110",2350,1953,2025,1189
"87111","ZCTA5 87111",2433,2201,3179,1894
"87112","ZCTA5 87112",1792,1848,2194,1353
"87113","ZCTA5 87113",1104,1146,1004,651
"87114","ZCTA5 87114",3149,4813,4895,3474
"87116","ZCTA5 87116",546,444,180,52
"87117","ZCTA5 87117",0,0,0,0
"87120","ZCTA5 87120",3447,3753,4111,2336
"87121","ZCTA5 87121",4383,4971,7885,4913
"87122","ZCTA5 87122",807,1166,1575,1013
"87123","ZCTA5 87123",2539,2398,2313,1215
"87124","ZCTA5 87124",2576,3866,4196,2608
"87144","ZCTA5 87144",2650,3123,3806,2248
"87151","ZCTA5 87151",0,0,0,0
"87301","ZCTA5 87301",1246,1911,2142,1474
"87305","ZCTA5 87305",72,146,173,66
"87310","ZCTA5 87310",44,38,115,24
"87311","ZCTA5 87311",311,379,395,285
"87312","ZCTA5 87312",12,28,63,54
"87313","ZCTA5 87313",139,205,476,289
"87315","ZCTA5 87315",0,0,0,0
"87316","ZCTA5 87316",72,104,106,64
"87317","ZCTA5 87317",371,261,147,0
"87319","ZCTA5 87319",224,383,375,88
"87320","ZCTA5 87320",20,26,39,18
"87321","ZCTA5 87321",71,131,29,68
"87322","ZCTA5 87322",42,64,72,15
"87323","ZCTA5 87323",136,194,170,222
"87325","ZCTA5 87325",91,173,238,79
"87326","ZCTA5 87326",246,135,59,68
"87327","ZCTA5 87327",341,469,596,304
"87328","ZCTA5 87328",239,296,272,272
"87347","ZCTA5 87347",32,0,0,0
"87357","ZCTA5 87357",104,85,85,48
"87364","ZCTA5 87364",89,90,133,57
"87365","ZCTA5 87365",0,0,0,0
"87375","ZCTA5 87375",240,294,379,176
"87401","ZCTA5 87401",2501,3388,4308,2210
"87402","ZCTA5 87402",660,571,1090,658
"87410","ZCTA5 87410",1016,920,645,573
"87412","ZCTA5 87412",39,19,2,5
"87413","ZCTA5 87413",1084,1458,1331,624
"87415","ZCTA5 87415",50,160,117,52
"87416","ZCTA5 87416",227,199,296,173
"87417","ZCTA5 87417",625,447,299,420
"87418","ZCTA5 87418",7,54,55,22
"87419","ZCTA5 87419",0,26,0,0
"87420","ZCTA5 87420",527,723,665,645
"87421","ZCTA5 87421",79,65,98,121
"87455","ZCTA5 87455",36,39,86,88
"87461","ZCTA5 87461",35,113,85,74
"87499","ZCTA5 87499",13,20,17,0
"87501","ZCTA5 87501",398,309,324,357
"87505","ZCTA5 87505",697,828,1139,802
"87506","ZCTA5 87506",555,619,739,484
"87507","ZCTA5 87507",2699,2936,3608,2219
"87508","ZCTA5 87508",526,810,1044,567
"87510","ZCTA5 87510",38,75,0,47
"87511","ZCTA5 87511",37,104,238,165
"87512","ZCTA5 87512",0,0,0,0
"87513","ZCTA5 87513",66,0,70,82
"87514","ZCTA5 87514",0,0,0,50
"87515","ZCTA5 87515",0,0,0,0
"87516","ZCTA5 87516",0,0,0,0
"87517","ZCTA5 87517",0,60,0,0
"87518","ZCTA5 87518",0,0,0,0
"87519","ZCTA5 87519",0,0,118,105
"87520","ZCTA5 87520",0,16,23,2
"87521","ZCTA5 87521",8,32,44,7
"87522","ZCTA5 87522",243,74,117,158
"87523","ZCTA5 87523",107,0,61,53
"87524","ZCTA5 87524",0,0,84,88
"87525","ZCTA5 87525",0,0,12,0
"87527","ZCTA5 87527",47,256,116,87
"87528","ZCTA5 87528",195,130,207,77
"87529","ZCTA5 87529",38,168,259,69
"87530","ZCTA5 87530",140,0,102,0
"87531","ZCTA5 87531",0,0,0,0
"87532","ZCTA5 87532",902,1447,1383,961
"87535","ZCTA5 87535",0,47,64,48
"87537","ZCTA5 87537",186,218,212,49
"87538","ZCTA5 87538",0,0,100,57
"87539","ZCTA5 87539",0,0,0,0
"87540","ZCTA5 87540",0,0,1,2
"87543","ZCTA5 87543",0,0,0,0
"87544","ZCTA5 87544",496,737,848,586
"87547","ZCTA5 87547",378,488,434,184
"87548","ZCTA5 87548",0,155,145,35
"87549","ZCTA5 87549",0,237,48,0
"87551","ZCTA5 87551",0,0,106,0
"87552","ZCTA5 87552",89,287,26,18
"87553","ZCTA5 87553",40,130,84,42
"87554","ZCTA5 87554",0,0,0,0
"87556","ZCTA5 87556",76,0,215,90
"87557","ZCTA5 87557",341,559,198,209
"87558","ZCTA5 87558",0,58,60,0
"87560","ZCTA5 87560",0,208,69,53
"87562","ZCTA5 87562",0,0,114,0
"87564","ZCTA5 87564",0,0,0,2
"87565","ZCTA5 87565",0,102,0,0
"87566","ZCTA5 87566",96,128,219,75
"87567","ZCTA5 87567",183,26,19,44
"87569","ZCTA5 87569",0,0,12,0
"87571","ZCTA5 87571",318,303,882,173
"87573","ZCTA5 87573",0,0,0,0
"87575","ZCTA5 87575",50,46,158,42
"87577","ZCTA5 87577",54,0,89,81
"87578","ZCTA5 87578",0,0,0,2
"87579","ZCTA5 87579",83,18,19,52
"87580","ZCTA5 87580",0,0,0,0
"87581","ZCTA5 87581",0,0,0,0
"87582","ZCTA5 87582",140,0,17,0
"87583","ZCTA5 87583",0,0,0,0
"87701","ZCTA5 87701",934,629,839,535
"87710","ZCTA5 87710",11,38,103,102
"87711","ZCTA5 87711",57,31,152,113
"87712","ZCTA5 87712",0,0,0,0
"87713","ZCTA5 87713",0,0,0,1
"87714","ZCTA5 87714",30,12,20,44
"87715","ZCTA5 87715",0,21,0,0
"87718","ZCTA5 87718",22,18,9,6
"87722","ZCTA5 87722",38,88,2,7
"87723","ZCTA5 87723",38,0,22,0
"87724","ZCTA5 87724",0,0,0,0
"87728","ZCTA5 87728",20,22,57,51
"87729","ZCTA5 87729",0,0,10,0
"87730","ZCTA5 87730",0,0,0,10
"87731","ZCTA5 87731",62,0,68,17
"87732","ZCTA5 87732",23,34,82,103
"87733","ZCTA5 87733",6,5,5,0
"87734","ZCTA5 87734",0,0,33,7
"87735","ZCTA5 87735",0,0,0,0
"87736","ZCTA5 87736",0,0,0,0
"87740","ZCTA5 87740",313,328,423,212
"87742","ZCTA5 87742",0,0,0,0
"87743","ZCTA5 87743",0,27,20,36
"87745","ZCTA5 87745",0,21,0,63
"87746","ZCTA5 87746",15,22,0,0
"87747","ZCTA5 87747",97,94,100,29
"87749","ZCTA5 87749",0,0,0,0
"87750","ZCTA5 87750",0,0,0,0
"87752","ZCTA5 87752",10,18,35,13
"87753","ZCTA5 87753",0,0,0,0
"87801","ZCTA5 87801",291,259,561,351
"87820","ZCTA5 87820",0,0,0,0
"87821","ZCTA5 87821",0,11,0,0
"87823","ZCTA5 87823",66,44,0,106
"87824","ZCTA5 87824",0,0,0,0
"87825","ZCTA5 87825",75,158,130,42
"87827","ZCTA5 87827",0,0,0,0
"87828","ZCTA5 87828",207,206,0,0
"87829","ZCTA5 87829",0,0,123,0
"87830","ZCTA5 87830",11,0,8,11
"87831","ZCTA5 87831",0,0,0,0
"87832","ZCTA5 87832",0,0,0,0
"87901","ZCTA5 87901",369,544,376,337
"87930","ZCTA5 87930",0,0,0,0
"87931","ZCTA5 87931",0,0,0,0
"87933","ZCTA5 87933",0,0,0,0
"87935","ZCTA5 87935",32,53,19,0
"87936","ZCTA5 87936",0,0,0,0
"87937","ZCTA5 87937",190,242,266,242
"87939","ZCTA5 87939",0,0,0,0
"87940","ZCTA5 87940",0,32,60,0
"87941","ZCTA5 87941",16,86,120,21
"87942","ZCTA5 87942",19,1,1,40
"87943","ZCTA5 87943",0,0,0,0
"88001","ZCTA5 88001",2193,1945,2601,1534
"88002","ZCTA5 88002",249,107,62,18
"88003","ZCTA5 88003",0,0,0,18
"88004","ZCTA5 88004",0,0,0,0
"88005","ZCTA5 88005",1170,844,1763,1184
"88007","ZCTA5 88007",1196,1479,2499,1147
"88008","ZCTA5 88008",1443,954,701,206
"88009","ZCTA5 88009",0,0,0,0
"88011","ZCTA5 88011",1474,1746,1638,781
"88012","ZCTA5 88012",2647,2295,2708,1433
"88020","ZCTA5 88020",21,41,26,46
"88021","ZCTA5 88021",937,1059,1760,813
"88022","ZCTA5 88022",0,15,21,0
"88023","ZCTA5 88023",197,158,182,172
"88024","ZCTA5 88024",0,0,98,15
"88025","ZCTA5 88025",0,0,0,0
"88026","ZCTA5 88026",126,134,23,67
"88027","ZCTA5 88027",0,46,0,24
"88028","ZCTA5 88028",0,0,20,0
"88029","ZCTA5 88029",35,125,100,146
"88030","ZCTA5 88030",1886,1770,1541,980
"88034","ZCTA5 88034",0,0,0,0
"88038","ZCTA5 88038",11,41,18,0
"88039","ZCTA5 88039",6,42,101,39
"88040","ZCTA5 88040",0,0,0,0
"88041","ZCTA5 88041",31,42,89,27
"88042","ZCTA5 88042",0,0,0,0
"88043","ZCTA5 88043",15,92,84,40
"88044","ZCTA5 88044",83,149,403,41
"88045","ZCTA5 88045",318,241,259,37
"88046","ZCTA5 88046",0,51,0,0
"88047","ZCTA5 88047",77,93,101,127
"88048","ZCTA5 88048",25,239,186,341
"88049","ZCTA5 88049",0,0,0,0
"88051","ZCTA5 88051",0,0,50,68
"88052","ZCTA5 88052",0,0,0,0
"88053","ZCTA5 88053",0,0,0,0
"88055","ZCTA5 88055",0,0,0,0
"88056","ZCTA5 88056",0,0,0,0
"88061","ZCTA5 88061",575,742,1077,542
"88063","ZCTA5 88063",755,705,750,784
"88065","ZCTA5 88065",114,106,26,8
"88072","ZCTA5 88072",106,312,485,216
"88081","ZCTA5 88081",968,1701,1305,1116
"88101","ZCTA5 88101",3594,3202,3517,1857
"88103","ZCTA5 88103",0,0,0,0
"88112","ZCTA5 88112",7,26,25,2
"88113","ZCTA5 88113",21,20,22,0
"88114","ZCTA5 88114",0,9,0,0
"88115","ZCTA5 88115",0,0,0,0
"88116","ZCTA5 88116",7,32,32,12
"88118","ZCTA5 88118",3,8,9,8
"88119","ZCTA5 88119",162,96,112,8
"88120","ZCTA5 88120",0,6,15,4
"88121","ZCTA5 88121",0,0,12,1
"88124","ZCTA5 88124",58,35,65,27
"88125","ZCTA5 88125",0,0,0,0
"88126","ZCTA5 88126",0,0,0,0
"88130","ZCTA5 88130",1146,1380,1288,754
"88132","ZCTA5 88132",0,67,40,6
"88134","ZCTA5 88134",0,0,12,0
"88135","ZCTA5 88135",88,88,119,88
"88136","ZCTA5 88136",0,0,0,4
"88201","ZCTA5 88201",1894,1945,1750,1161
"88203","ZCTA5 88203",1650,1841,2396,1465
"88210","ZCTA5 88210",1621,1531,1752,692
"88220","ZCTA5 88220",2420,2719,2634,1863
"88230","ZCTA5 88230",265,405,325,324
"88231","ZCTA5 88231",223,313,437,183
"88232","ZCTA5 88232",67,211,142,139
"88240","ZCTA5 88240",3856,3656,3176,2071
"88242","ZCTA5 88242",408,607,579,435
"88244","ZCTA5 88244",0,0,0,0
"88250","ZCTA5 88250",0,0,23,0
"88252","ZCTA5 88252",42,82,113,254
"88253","ZCTA5 88253",42,42,34,66
"88254","ZCTA5 88254",0,0,0,0
"88255","ZCTA5 88255",0,0,0,0
"88256","ZCTA5 88256",215,77,201,69
"88260","ZCTA5 88260",1218,1445,1467,759
"88262","ZCTA5 88262",0,0,0,0
"88263","ZCTA5 88263",0,10,10,0
"88264","ZCTA5 88264",0,0,0,0
"88265","ZCTA5 88265",55,124,0,0
"88267","ZCTA5 88267",80,47,126,53
"88268","ZCTA5 88268",0,0,0,0
"88301","ZCTA5 88301",0,0,54,22
"88310","ZCTA5 88310",2009,2144,1757,1239
"88311","ZCTA5 88311",0,0,0,8
"88312","ZCTA5 88312",8,69,254,134
"88314","ZCTA5 88314",0,0,0,0
"88316","ZCTA5 88316",28,71,193,59
"88317","ZCTA5 88317",175,229,136,303
"88318","ZCTA5 88318",32,28,12,1
"88321","ZCTA5 88321",38,3,104,3
"88323","ZCTA5 88323",0,0,0,0
"88324","ZCTA5 88324",0,0,0,0
"88325","ZCTA5 88325",253,199,89,22
"88330","ZCTA5 88330",618,252,102,65
"88336","ZCTA5 88336",0,6,55,0
"88337","ZCTA5 88337",46,83,104,21
"88338","ZCTA5 88338",0,0,0,29
"88339","ZCTA5 88339",8,8,0,0
"88340","ZCTA5 88340",229,189,388,136
"88341","ZCTA5 88341",21,26,49,0
"88342","ZCTA5 88342",0,0,0,0
"88343","ZCTA5 88343",42,17,18,0
"88344","ZCTA5 88344",0,0,0,0
"88345","ZCTA5 88345",531,372,373,270
"88346","ZCTA5 88346",161,211,129,106
"88347","ZCTA5 88347",0,0,0,0
"88348","ZCTA5 88348",0,2,20,0
"88349","ZCTA5 88349",0,0,0,0
"88350","ZCTA5 88350",0,0,77,0
"88351","ZCTA5 88351",0,0,0,0
"88352","ZCTA5 88352",219,448,337,154
"88353","ZCTA5 88353",9,46,16,43
"88354","ZCTA5 88354",0,0,0,0
"88355","ZCTA5 88355",0,0,0,33
"88401","ZCTA5 88401",280,324,672,202
"88410","ZCTA5 88410",0,0,7,0
"88411","ZCTA5 88411",0,0,0,0
"88414","ZCTA5 88414",0,1,1,25
"88415","ZCTA5 88415",204,275,110,87
"88416","ZCTA5 88416",0,0,0,0
"88417","ZCTA5 88417",0,10,11,0
"88418","ZCTA5 88418",57,67,38,6
"88419","ZCTA5 88419",14,15,0,0
"88421","ZCTA5 88421",0,0,0,0
"88422","ZCTA5 88422",0,0,0,0
"88424","ZCTA5 88424",0,0,0,0
"88426","ZCTA5 88426",19,81,76,34
"88427","ZCTA5 88427",6,0,6,6
"88430","ZCTA5 88430",0,19,0,0
"88431","ZCTA5 88431",0,0,0,0
"88434","ZCTA5 88434",10,15,20,15
"88435","ZCTA5 88435",123,293,157,125
"88436","ZCTA5 88436",0,0,0,0
"88439","ZCTA5 88439",0,0,0,0
"89001","ZCTA5 89001",0,25,130,51
"89002","ZCTA5 89002",1909,2377,3137,1766
"89003","ZCTA5 89003",0,0,0,0
"89004","ZCTA5 89004",0,0,0,0
"89005","ZCTA5 89005",573,911,810,407
"89007","ZCTA5 89007",110,203,158,88
"89008","ZCTA5 89008",0,22,27,86
"89010","ZCTA5 89010",4,17,6,0
"89011","ZCTA5 89011",1791,2205,1866,1272
"89012","ZCTA5 89012",1705,2158,2656,1112
"89013","ZCTA5 89013",0,6,11,5
"89014","ZCTA5 89014",2169,3504,2294,1950
"89015","ZCTA5 89015",2568,3168,3045,1570
"89017","ZCTA5 89017",0,0,0,0
"89018","ZCTA5 89018",31,54,18,44
"89019","ZCTA5 89019",27,80,45,57
"89020","ZCTA5 89020",89,303,124,33
"89021","ZCTA5 89021",168,358,398,226
"89022","ZCTA5 89022",0,0,0,0
"89025","ZCTA5 89025",67,58,48,24
"89026","ZCTA5 89026",0,0,0,0
"89027","ZCTA5 89027",763,751,624,687
"89029","ZCTA5 89029",273,315,328,157
"89030","ZCTA5 89030",3649,4011,4497,3148
"89031","ZCTA5 89031",4335,5347,5882,3264
"89032","ZCTA5 89032",3102,2798,3671,2808
"89034","ZCTA5 89034",9,0,0,0
"89039","ZCTA5 89039",4,7,0,0
"89040","ZCTA5 89040",261,250,337,178
"89042","ZCTA5 89042",165,206,108,59
"89043","ZCTA5 89043",0,20,81,0
"89044","ZCTA5 89044",1365,2013,1377,751
"89045","ZCTA5 89045",12,40,207,50
"89046","ZCTA5 89046",0,0,0,4
"89047","ZCTA5 89047",22,6,0,11
"89048","ZCTA5 89048",1322,1382,885,843
"89049","ZCTA5 89049",134,50,110,54
"89052","ZCTA5 89052",2110,2748,3916,2737
"89054","ZCTA5 89054",51,61,62,0
"89060","ZCTA5 89060",564,713,443,421
"89061","ZCTA5 89061",73,304,382,206
"89070","ZCTA5 89070",0,0,0,0
"89074","ZCTA5 89074",2408,2652,3379,1961
"89081","ZCTA5 89081",2692,3005,3270,1617
"89084","ZCTA5 89084",2847,2471,2817,1709
"89085","ZCTA5 89085",247,358,380,290
"89086","ZCTA5 89086",720,657,589,404
"89101","ZCTA5 89101",2587,2472,2799,1961
"89102","ZCTA5 89102",2631,2007,3052,1716
"89103","ZCTA5 89103",2598,2689,2581,1194
"89104","ZCTA5 89104",2374,2650,2461,1137
"89106","ZCTA5 89106",2189,1586,2099,1310
"89107","ZCTA5 89107",2612,2271,2327,1692
"89108","ZCTA5 89108",4996,4322,5591,2948
"89109","ZCTA5 89109",360,59,605,21
"89110","ZCTA5 89110",4428,5257,4995,3477
"89113","ZCTA5 89113",2535,1694,1496,806
"89115","ZCTA5 89115",6051,6716,6636,2846
"89117","ZCTA5 89117",2754,2544,2618,1575
"89118","ZCTA5 89118",1286,784,1268,563
"89119","ZCTA5 89119",2377,2650,2950,1497
"89120","ZCTA5 89120",1330,1502,1399,546
"89121","ZCTA5 89121",3931,4481,4363,2992
"89122","ZCTA5 89122",3235,3096,3106,2028
"89123","ZCTA5 89123",2744,2193,2948,1715
"89124","ZCTA5 89124",16,53,38,17
"89128","ZCTA5 89128",1851,2324,2695,1348
"89129","ZCTA5 89129",2031,3265,3356,2287
"89130","ZCTA5 89130",1821,1905,2207,1396
"89131","ZCTA5 89131",2532,2917,3927,2925
"89134","ZCTA5 89134",632,801,761,460
"89135","ZCTA5 89135",1836,1462,1522,1027
"89138","ZCTA5 89138",1099,1970,1903,1161
"89139","ZCTA5 89139",3298,3208,2651,1570
"89141","ZCTA5 89141",2506,2627,3042,1632
"89142","ZCTA5 89142",1957,2237,3646,2199
"89143","ZCTA5 89143",1176,908,1148,742
"89144","ZCTA5 89144",474,1218,1548,760
"89145","ZCTA5 89145",1626,1659,1737,719
"89146","ZCTA5 89146",1188,1296,881,625
"89147","ZCTA5 89147",2933,2830,3357,1652
"89148","ZCTA5 89148",3903,3725,3682,2362
"89149","ZCTA5 89149",2464,2568,2929,2059
"89156","ZCTA5 89156",1725,2208,2517,1456
"89158","ZCTA5 89158",8,0,0,0
"89161","ZCTA5 89161",0,0,0,0
"89166","ZCTA5 89166",2653,2196,2428,1348
"89169","ZCTA5 89169",820,1250,1417,562
"89178","ZCTA5 89178",2579,3783,2992,1489
"89179","ZCTA5 89179",977,942,949,446
"89183","ZCTA5 89183",3100,2670,2796,1738
"89191","ZCTA5 89191",0,0,0,0
"89301","ZCTA5 89301",226,249,383,271
"89310","ZCTA5 89310",0,0,0,0
"89311","ZCTA5 89311",0,0,0,0
"89314","ZCTA5 89314",3,0,2,7
"89315","ZCTA5 89315",0,18,27,10
"89316","ZCTA5 89316",83,64,115,32
"89317","ZCTA5 89317",0,124,0,15
"89318","ZCTA5 89318",82,10,200,12
"89319","ZCTA5 89319",0,0,8,0
"89402","ZCTA5 89402",0,0,0,0
"89403","ZCTA5 89403",1036,867,875,537
"89404","ZCTA5 89404",0,0,0,0
"89405","ZCTA5 89405",0,0,0,0
"89406","ZCTA5 89406",1589,1547,1748,887
"89408","ZCTA5 89408",1455,1869,1599,1016
"89409","ZCTA5 89409",0,0,0,23
"89410","ZCTA5 89410",410,544,444,316
"89411","ZCTA5 89411",0,44,62,20
"89412","ZCTA5 89412",0,0,0,0
"89413","ZCTA5 89413",0,0,43,0
"89414","ZCTA5 89414",0,0,0,63
"89415","ZCTA5 89415",278,96,267,128
"89418","ZCTA5 89418",0,11,11,0
"89419","ZCTA5 89419",219,97,409,67
"89420","ZCTA5 89420",0,0,0,10
"89421","ZCTA5 89421",20,25,18,7
"89422","ZCTA5 89422",0,0,0,6
"89423","ZCTA5 89423",455,297,387,420
"89424","ZCTA5 89424",29,30,32,3
"89425","ZCTA5 89425",15,14,21,14
"89426","ZCTA5 89426",0,0,0,0
"89427","ZCTA5 89427",66,67,81,37
"89428","ZCTA5 89428",18,6,13,6
"89429","ZCTA5 89429",224,259,442,193
"89430","ZCTA5 89430",0,0,0,0
"89431","ZCTA5 89431",2591,2815,2674,1310
"89433","ZCTA5 89433",1645,1594,2038,1162
"89434","ZCTA5 89434",1499,1580,1638,833
"89436","ZCTA5 89436",2807,3329,3381,1805
"89437","ZCTA5 89437",0,0,0,0
"89438","ZCTA5 89438",0,0,0,0
"89439","ZCTA5 89439",75,142,49,0
"89440","ZCTA5 89440",0,0,29,26
"89441","ZCTA5 89441",700,751,1009,578
"89442","ZCTA5 89442",37,63,18,17
"89444","ZCTA5 89444",116,51,95,55
"89445","ZCTA5 89445",1218,1384,1281,741
"89446","ZCTA5 89446",0,0,0,0
"89447","ZCTA5 89447",245,525,593,389
"89448","ZCTA5 89448",76,15,92,58
"89449","ZCTA5 89449",103,46,68,30
"89450","ZCTA5 89450",0,0,0,0
"89451","ZCTA5 89451",402,587,348,430
"89460","ZCTA5 89460",294,692,1046,579
"89496","ZCTA5 89496",0,0,0,0
"89501","ZCTA5 89501",0,0,0,11
"89502","ZCTA5 89502",2727,2358,3031,1869
"89503","ZCTA5 89503",1107,832,1248,920
"89506","ZCTA5 89506",3396,2709,3343,1720
"89508","ZCTA5 89508",975,1157,1156,811
"89509","ZCTA5 89509",1789,1854,1783,928
"89510","ZCTA5 89510",68,99,39,16
"89511","ZCTA5 89511",1168,1687,1420,1260
"89512","ZCTA5 89512",1800,1686,1440,796
"89519","ZCTA5 89519",167,461,474,386
"89521","ZCTA5 89521",2094,1972,3173,1820
"89523","ZCTA5 89523",1468,2272,2130,1332
"89557","ZCTA5 89557",0,0,0,0
"89701","ZCTA5 89701",1347,1723,1353,1115
"89703","ZCTA5 89703",466,302,690,313
"89704","ZCTA5 89704",179,186,116,146
"89705","ZCTA5 89705",341,189,210,163
"89706","ZCTA5 89706",1312,1438,1327,763
"89801","ZCTA5 89801",1862,1735,2004,795
"89815","ZCTA5 89815",1062,1435,1166,1013
"89820","ZCTA5 89820",293,446,495,325
"89821","ZCTA5 89821",9,13,23,15
"89822","ZCTA5 89822",220,156,137,48
"89823","ZCTA5 89823",21,39,0,104
"89825","ZCTA5 89825",75,139,61,72
"89826","ZCTA5 89826",0,0,0,0
"89828","ZCTA5 89828",0,0,78,0
"89830","ZCTA5 89830",0,0,0,0
"89831","ZCTA5 89831",0,0,0,0
"89832","ZCTA5 89832",77,38,87,61
"89833","ZCTA5 89833",15,42,58,42
"89834","ZCTA5 89834",0,0,0,0
"89835","ZCTA5 89835",52,103,167,96
"89883","ZCTA5 89883",300,539,358,250
"90001","ZCTA5 90001",3944,4288,4948,2888
"90002","ZCTA5 90002",3438,4219,4719,2789
"90003","ZCTA5 90003",5235,6135,7095,4066
"90004","ZCTA5 90004",3083,3140,3039,1594
"90005","ZCTA5 90005",1873,1529,1895,1223
"90006","ZCTA5 90006",2038,3061,3376,1883
"90007","ZCTA5 90007",1223,1429,1269,921
"90008","ZCTA5 90008",1758,1546,2080,812
"90010","ZCTA5 90010",84,18,117,63
"90011","ZCTA5 90011",6662,7476,8722,6358
"90012","ZCTA5 90012",875,776,671,632
"90013","ZCTA5 90013",94,122,90,60
"90014","ZCTA5 90014",328,77,115,13
"90015","ZCTA5 90015",850,982,1046,438
"90016","ZCTA5 90016",2123,2575,2914,1633
"90017","ZCTA5 90017",1552,1361,1539,1031
"90018","ZCTA5 90018",2463,2668,3057,1891
"90019","ZCTA5 90019",2894,2118,3207,1747
"90020","ZCTA5 90020",1559,2274,1437,1027
"90021","ZCTA5 90021",123,220,74,120
"90022","ZCTA5 90022",3249,4299,4371,2766
"90023","ZCTA5 90023",2937,3739,4058,2734
"90024","ZCTA5 90024",1378,838,644,574
"90025","ZCTA5 90025",1920,871,1364,578
"90026","ZCTA5 90026",3065,2326,2348,1628
"90027","ZCTA5 90027",2147,1576,1004,685
"90028","ZCTA5 90028",530,825,692,566
"90029","ZCTA5 90029",1113,1167,1397,990
"90031","ZCTA5 90031",1951,1444,2495,1281
"90032","ZCTA5 90032",2275,1952,2714,1613
"90033","ZCTA5 90033",2873,3212,3517,2073
"90034","ZCTA5 90034",2116,2120,2408,1173
"90035","ZCTA5 90035",1924,1567,1484,509
"90036","ZCTA5 90036",1428,1442,1923,915
